genome_ID	OTU	NCBI_ID	novelty_category
sen	98	1836	known_strain
ccau	99	1124835	known_strain
hcl	100	45498	known_strain
ddt	101	79604	known_strain
psyn	102	2020870	known_strain
fgi	103	1005039	known_strain
csp	104	146827	known_strain
aln	105	1872427	known_strain
spne	106	1313	known_strain
halk	107	272774	known_strain
pnr	108	93219	known_strain
cps	109	28229	known_strain
cbei	110	1520	known_strain
lrm	111	1623	known_strain
eda	112	1934404	known_strain
mgv	113	2096	known_strain
woc	114	1548547	known_strain
aav	115	80869	known_strain
lmg	116	1639	known_strain
cpsa	117	83554	known_strain
cpz	118	1719	known_strain
mhos	119	162426	known_strain
paln	120	247523	known_strain
dde	121	58180	known_strain
ddh	122	36854	known_strain
amc	123	314275	known_strain
seq	124	1336	known_strain
tpav	125	138851	known_strain
spa	126	1314	known_strain
sthm	127	215580	known_strain
deq	128	1871048	known_strain
msto	129	470076	known_strain
mcx	130	78331	known_strain
azd	131	29544	known_strain
tmar	132	107401	known_strain
spiu	133	1335757	known_strain
ccel	134	29343	known_strain
sacc	135	75294	known_strain
ann	136	1167	known_strain
bbur	137	139	known_strain
bbb	138	28025	known_strain
kpar	139	1278232	known_strain
mne	140	1795	known_strain
mpu	141	2107	known_strain
mii	142	1908541	known_strain
mrub	143	2027860	known_strain
sfq	144	46127	known_strain
cua	145	43771	known_strain
mhat	146	75985	known_strain
splr	147	82348	known_strain
seep	148	28901	known_strain
mshg	149	722731	known_strain
rpe	150	1076	known_strain
blw	151	28025	known_strain
nhm	152	33994	known_strain
plan	153	622681	known_strain
tcl	154	96773	known_strain
spnm	155	1313	known_strain
edh	156	562	known_strain
ebs	157	1884224	known_strain
vne	158	163877	known_strain
heu	159	210	known_strain
vim	160	1872700	known_strain
ndo	161	328515	known_strain
pmaa	162	267375	known_strain
arf	163	1229621	known_strain
mlv	164	1072463	known_strain
mgw	165	2096	known_strain
syw	166	1131	known_strain
hpj	167	210	known_strain
eih	168	562	known_strain
dml	169	897	known_strain
aap	170	732	known_strain
llp	171	418701	known_strain
cly	172	979	known_strain
mfn	173	1921087	known_strain
lyz	174	1869345	known_strain
paw	175	1747	known_strain
sade	176	1076625	known_strain
mbc	177	45362	known_strain
csk	178	28141	known_strain
fri	179	298654	known_strain
cmz	180	83560	known_strain
smb	181	28037	known_strain
sio	182	1346	known_strain
ain	183	187327	known_strain
mcel	184	435905	known_strain
cgra	185	824	known_strain
alt	186	715451	known_strain
cts	187	100716	known_strain
cse	188	88688	known_strain
btrh	189	47735	known_strain
ppe	190	1255	known_strain
cya	191	1131	known_strain
prs	192	290513	known_strain
ols	193	133926	known_strain
npf	194	33053	known_strain
cub	195	1869344	known_strain
sscz	196	1295	known_strain
pspu	197	93222	known_strain
rpv	198	782	known_strain
bani	199	28025	known_strain
cjv	200	197	known_strain
bpr	201	28450	known_strain
bup	202	9	known_strain
lrh	203	47715	known_strain
soi	204	45634	known_strain
sfo	205	1639108	known_strain
ahg	206	1470176	known_strain
hmar	207	28885	known_strain
rtn	208	33888	known_strain
bvu	209	821	known_strain
sphq	210	1908224	known_strain
drm	211	59610	known_strain
cil	212	254	known_strain
abam	213	2039639	known_strain
acts	214	1871	known_strain
sxo	215	1288	known_strain
kzo	216	1650	known_strain
amm	217	33910	known_strain
chrs	218	1871047	known_strain
syx	219	32051	known_strain
sud	220	1280	known_strain
abao	221	2024896	known_strain
sry	222	82996	known_strain
afl	223	33934	known_strain
limn	224	2003368	known_strain
pep	225	1411316	known_strain
stra	226	1306	known_strain
rch	227	1161942	known_strain
cdh	228	1717	known_strain
bxh	229	1390	known_strain
haf	230	1486246	known_strain
pym	231	515393	known_strain
cds	232	1717	known_strain
lpe	233	446	known_strain
mov	234	171632	known_strain
ash	235	328814	known_strain
lpm	236	446	known_strain
sph	237	1314	known_strain
pmui	238	95301	known_strain
hpm	239	210	known_strain
cthi	240	1653476	known_strain
capf	241	44737	known_strain
ptrt	242	33888	known_strain
sra	243	616	known_strain
hef	244	210	known_strain
rtt	245	785	known_strain
gfa	246	38308	known_strain
asg	247	59505	known_strain
nim	248	453161	known_strain
faa	249	143361	known_strain
pcol	250	1987580	known_strain
olo	251	2042683	known_strain
etc	252	1263550	known_strain
cno	253	1542	known_strain
cfus	254	43	known_strain
cmin	255	38301	known_strain
mlac	256	138853	known_strain
ctk	257	813	known_strain
psb	258	317	known_strain
nwr	259	1814290	known_strain
bst	260	1423	known_strain
cwo	261	191495	known_strain
lga	262	1596	known_strain
hhu	263	1178482	known_strain
baci	264	1409	known_strain
lcp	265	435897	known_strain
san	266	1311	known_strain
lec	267	1930076	known_strain
edj	268	562	known_strain
cgh	269	1017	known_strain
prh	270	216142	known_strain
paef	271	58172	known_strain
synw	272	1131	known_strain
mmym	273	2102	known_strain
mtim	274	945844	known_strain
soz	275	1314	known_strain
sfb	276	1906	known_strain
wvr	277	1629	known_strain
tvi	278	73141	known_strain
aaxa	279	29552	known_strain
phw	280	1902410	known_strain
bse	281	85683	known_strain
aaus	282	589873	known_strain
vfg	283	1191175	known_strain
bww	284	1405	known_strain
mseo	285	386911	known_strain
ecr	286	562	known_strain
shd	287	748811	known_strain
sub	288	1349	known_strain
ssw	289	1307	known_strain
rja	290	35790	known_strain
mgan	291	2096	known_strain
ess	292	332949	known_strain
blh	293	1648923	known_strain
cgl	294	1718	known_strain
duc	295	1966486	known_strain
cjp	296	197	known_strain
bage	297	82977	known_strain
pvl	298	584	known_strain
ymo	299	33060	known_strain
vpr	300	29466	known_strain
wsu	301	844	known_strain
mmk	302	582	known_strain
ptx	303	445709	known_strain
mmw	304	1904862	known_strain
tws	305	2039	known_strain
pmex	306	128785	known_strain
hhf	307	863372	known_strain
prx	308	76760	known_strain
lmq	309	1639	known_strain
mhay	310	75985	known_strain
hei	311	210	known_strain
mlj	312	169765	known_strain
tna	313	2337	known_strain
rpc	314	1076	known_strain
blp	315	34099	known_strain
bpum	316	1408	known_strain
poo	317	1869339	known_strain
aan	318	714	known_strain
csph	319	191493	known_strain
psub	320	913107	known_strain
mpj	321	2104	known_strain
coc	322	1018	known_strain
lpa	323	446	known_strain
kol	324	651457	known_strain
cazo	325	116090	known_strain
ppx	326	303	known_strain
psc	327	316	known_strain
mge	328	2097	known_strain
paev	329	287	known_strain
smiz	330	1010	known_strain
flc	331	1913981	known_strain
bit	332	1963032	known_strain
cii	333	156978	known_strain
hpye	334	210	known_strain
rul	335	980254	known_strain
swd	336	60961	known_strain
aal	337	589873	known_strain
sdg	338	1334	known_strain
dhr	339	1750598	known_strain
clc	340	52766	known_strain
sdk	341	712036	known_strain
deu	342	892	known_strain
ppro	343	380021	known_strain
fpn	344	1221500	known_strain
psos	345	306	known_strain
pud	346	1979962	known_strain
hex	347	210	known_strain
mher	348	512402	known_strain
asw	349	217203	known_strain
lla	350	1358	known_strain
blep	351	288004	known_strain
ptq	352	57029	known_strain
din	353	936456	known_strain
cgg	354	1718	known_strain
acl	355	2148	known_strain
ske	356	60920	known_strain
fki	357	1678728	known_strain
rgo	358	33008	known_strain
cter	359	89154	known_strain
psim	360	2045	known_strain
mpri	361	178399	known_strain
rgl	362	582702	known_strain
shh	363	1283	known_strain
brn	364	2065378	known_strain
zin	365	884214	known_strain
hpar	366	546367	known_strain
ftg	367	263	known_strain
kgy	368	206506	known_strain
aev	369	1872390	known_strain
sld	370	47763	known_strain
chre	371	1909302	known_strain
bsn	372	1423	known_strain
pdi	373	823	known_strain
tmd	374	340021	known_strain
nmes	375	433659	known_strain
goi	376	249058	known_strain
siu	377	1338	known_strain
mle	378	1769	known_strain
lfi	379	178606	known_strain
sig	380	1306	known_strain
mcq	381	78331	known_strain
lmy	382	1639	known_strain
raj	383	172042	known_strain
wma	384	1579979	known_strain
sera	385	616	known_strain
dal	386	218208	known_strain
spph	387	1592790	known_strain
smue	388	336809	known_strain
gtm	389	33938	known_strain
bhan	390	1322	known_strain
mmax	391	1232428	known_strain
pdk	392	287	known_strain
amac	393	28108	known_strain
pmj	394	1219	known_strain
hpyj	395	210	known_strain
rry	396	33887	known_strain
mtq	397	1773	known_strain
mhaq	398	75985	known_strain
bcv	399	84757	known_strain
cll	400	201	known_strain
ddo	401	326320	known_strain
ment	402	2149	known_strain
pagr	403	1510150	known_strain
badl	404	1680	known_strain
end	405	42895	known_strain
btre	406	47735	known_strain
sste	407	643214	known_strain
snv	408	1313	known_strain
synk	409	1131	known_strain
serq	410	616	known_strain
zga	411	63186	known_strain
ssoi	412	1929477	known_strain
saup	413	113107	known_strain
cpa	414	83558	known_strain
rtc	415	145458	known_strain
gvi	416	33072	known_strain
srd	417	1379870	known_strain
taf	418	2421	known_strain
fpla	419	292800	known_strain
cda	420	1717	known_strain
dfo	421	1839801	known_strain
pael	422	287	known_strain
cex	423	693075	known_strain
rhw	424	1831	known_strain
strs	425	1304	known_strain
pma	426	1219	known_strain
bfv	427	92706	known_strain
niy	428	1872084	known_strain
hoh	429	80816	known_strain
mpq	430	330734	known_strain
nek	431	192066	known_strain
stur	432	216946	known_strain
lti	433	1151742	known_strain
fgo	434	849	known_strain
scha	435	1969	known_strain
bbv	436	1685	known_strain
pkc	437	65741	known_strain
xar	438	56448	known_strain
hpyu	439	210	known_strain
wce	440	759620	known_strain
tpb	441	160	known_strain
psea	442	60912	known_strain
rte	443	1671680	known_strain
med	444	907	known_strain
ptp	445	1284658	known_strain
splb	446	171865	known_strain
abk	447	470	known_strain
sgp	448	1131707	known_strain
git	449	1004901	known_strain
stu	450	1308	known_strain
dfe	451	94254	known_strain
rpn	452	782	known_strain
sse	453	271097	known_strain
att	454	472	known_strain
cdr	455	1717	known_strain
lgz	456	1641	known_strain
nam	457	244787	known_strain
pue	458	37931	known_strain
cvt	459	38305	known_strain
acel	460	433286	known_strain
dtn	461	1006576	known_strain
plit	462	1908341	known_strain
pfac	463	33025	known_strain
avb	464	70346	known_strain
sok	465	1968834	known_strain
tpz	466	85874	known_strain
cto	467	813	known_strain
mcp	468	2095	known_strain
peo	469	76123	known_strain
cgu	470	1718	known_strain
bbx	471	518	known_strain
gfo	472	411153	known_strain
ccm	473	28188	known_strain
lmoa	474	1639	known_strain
bsy	475	1423	known_strain
psya	476	56811	known_strain
agi	477	496057	known_strain
beba	478	1891241	known_strain
fpp	479	1267021	known_strain
sagi	480	1311	known_strain
dhk	481	1886637	known_strain
blem	482	1603886	known_strain
apj	483	715	known_strain
sspo	484	1690221	known_strain
kot	485	1916651	known_strain
bpe	486	520	known_strain
fpe	487	93466	known_strain
cpb	488	1096	known_strain
laf	489	1579	known_strain
mtd	490	1773	known_strain
scw	491	68192	known_strain
her	492	210	known_strain
mtb	493	1773	known_strain
mox	494	1170227	known_strain
aeu	495	718	known_strain
spya	496	1314	known_strain
haz	497	1891311	known_strain
bdq	498	28201	known_strain
bha	499	86665	known_strain
bbi	500	1681	known_strain
bts	501	33943	known_strain
thq	502	28240	known_strain
spm	503	1314	known_strain
sspb	504	68270	known_strain
cbal	505	76594	known_strain
noa	506	1883105	known_strain
carh	507	651561	known_strain
mfw	508	2151	known_strain
dye	509	1869338	known_strain
pir	510	117	known_strain
erh	511	1648	known_strain
ccj	512	161896	known_strain
hpw	513	210	known_strain
blc	514	28025	known_strain
meu	515	29541	known_strain
fbu	516	1871037	known_strain
bja	517	1355477	known_strain
mlg	518	569860	known_strain
fgl	519	1492737	known_strain
dae	520	58138	known_strain
psuu	521	624315	known_strain
bpit	522	380240	known_strain
led	523	1586287	known_strain
mche	524	1774	known_strain
scaa	525	1987584	known_strain
elz	526	1939629	known_strain
spaq	527	487698	known_strain
lcd	528	1867846	known_strain
msim	529	1784	known_strain
cgle	530	250	known_strain
cfl	531	1711	known_strain
bto	532	47735	known_strain
pry	533	338584	known_strain
cey	534	1592897	known_strain
bths	535	2756	known_strain
lih	536	1907725	known_strain
tho	537	655184	known_strain
lhv	538	1587	known_strain
miv	539	1873136	known_strain
sua	540	202747	known_strain
camp	541	196	known_strain
bbp	542	1681	known_strain
lmos	543	1639	known_strain
mali	544	321983	known_strain
msec	545	518898	known_strain
bthg	546	12966	known_strain
bav	547	521	known_strain
sams	548	1280	known_strain
saub	549	1280	known_strain
pshi	550	703	known_strain
mamp	551	273136	known_strain
caz	552	42817	known_strain
smua	553	1309	known_strain
pws	554	55208	known_strain
mbb	555	1765	known_strain
dmc	556	61435	known_strain
mesm	557	1871066	known_strain
bchr	558	203804	known_strain
cdy	559	223919	known_strain
tpi	560	88058	known_strain
ron	561	54291	known_strain
mop	562	593909	known_strain
otr	563	1735038	known_strain
ctn	564	813	known_strain
snc	565	1313	known_strain
saal	566	1331051	known_strain
cgm	567	1718	known_strain
smoo	568	2136	known_strain
zal	569	1470434	known_strain
mpc	570	936476	known_strain
csm	571	497724	known_strain
ppv	572	157782	known_strain
alc	573	1785128	known_strain
snd	574	1313	known_strain
samy	575	927083	known_strain
ecok	576	562	known_strain
blen	577	1467	known_strain
cle	578	29360	known_strain
paci	579	1254	known_strain
paej	580	58172	known_strain
syd	581	1131	known_strain
speu	582	1950	known_strain
sgx	583	66892	known_strain
sdn	584	192073	known_strain
mmr	585	74318	known_strain
rmo	586	33991	known_strain
dak	587	427923	known_strain
cod	588	1719	known_strain
psr	589	316	known_strain
tmq	590	2336	known_strain
sagm	591	1311	known_strain
mbt	592	1765	known_strain
fek	593	1803846	known_strain
bpa	594	519	known_strain
hwi	595	157268	known_strain
tpm	596	160	known_strain
srh	597	216778	known_strain
pmul	598	747	known_strain
shp	599	24	known_strain
mhad	600	29311	known_strain
bvy	601	1325724	known_strain
rla	602	529884	known_strain
lgv	603	1363	known_strain
spae	604	1474	known_strain
mnr	605	1882437	known_strain
tao	606	92245	known_strain
gem	607	46610	known_strain
cdd	608	1717	known_strain
srz	609	61652	known_strain
apho	610	1302235	known_strain
scv	611	70255	known_strain
lan	612	1937692	known_strain
geb	613	46610	known_strain
chd	614	413888	known_strain
bbr	615	518	known_strain
cgrn	616	33011	known_strain
koy	617	1134687	known_strain
seon	618	1912245	known_strain
lpai	619	2012495	known_strain
tbv	620	215691	known_strain
cor	621	1719	known_strain
ngo	622	485	known_strain
mhao	623	75985	known_strain
rsa	624	1646	known_strain
puv	625	83552	known_strain
pwa	626	1905730	known_strain
gsu	627	35554	known_strain
paur	628	1883414	known_strain
salj	629	1940	known_strain
sul	630	2053621	known_strain
sel	631	28901	known_strain
maf	632	33894	known_strain
bne	633	588932	known_strain
labr	634	1885934	known_strain
lfb	635	37482	known_strain
goq	636	1136941	known_strain
bhf	637	28113	known_strain
bsan	638	1249553	known_strain
bdz	639	28201	known_strain
haa	640	376489	known_strain
hpyg	641	210	known_strain
mgos	642	551996	known_strain
agd	643	496056	known_strain
noz	644	1821	known_strain
scg	645	76860	known_strain
tez	646	1971211	known_strain
tmc	647	451	known_strain
ctrr	648	813	known_strain
ccys	649	35757	known_strain
ptf	650	1177214	known_strain
kpi	651	573	known_strain
pmh	652	1219	known_strain
fbl	653	44012	known_strain
lmp	654	1639	known_strain
sauh	655	114687	known_strain
cmuc	656	202	known_strain
ftr	657	263	known_strain
amp	658	770	known_strain
mtl	659	1773	known_strain
serm	660	616	known_strain
arth	661	1667	known_strain
smur	662	72	known_strain
elf	663	562	known_strain
uur	664	134821	known_strain
ade	665	161493	known_strain
aio	666	51049	known_strain
mca	667	414	known_strain
sfv	668	623	known_strain
adt	669	32002	known_strain
surn	670	149016	known_strain
ssm	671	55206	known_strain
hpz	672	210	known_strain
aah	673	714	known_strain
lgo	674	157692	known_strain
tel	675	146786	known_strain
ppse	676	330	known_strain
ehh	677	29502	known_strain
bks	678	630129	known_strain
sphe	679	341027	known_strain
sgd	680	45398	known_strain
gbm	681	225194	known_strain
sbg	682	54736	known_strain
mlt	683	516051	known_strain
pcp	684	587753	known_strain
aji	685	1749	known_strain
suls	686	2053622	known_strain
pand	687	1883445	known_strain
hne	688	81032	known_strain
fnf	689	859	known_strain
afo	690	53635	known_strain
hpr	691	729	known_strain
eca	692	554	known_strain
lch	693	34029	known_strain
cev	694	33043	known_strain
pct	695	554	known_strain
paeu	696	287	known_strain
banl	697	28025	known_strain
hye	698	1898978	known_strain
ams	699	1866	known_strain
xfm	700	2371	known_strain
tmr	701	73919	known_strain
csb	702	169679	known_strain
alo	703	1872461	known_strain
dsl	704	292566	known_strain
ssal	705	1335746	known_strain
plab	706	1928616	known_strain
det	707	61435	known_strain
smum	708	336809	known_strain
cbar	709	1898207	known_strain
lmb	710	1605891	known_strain
pbo	711	1748	known_strain
mbs	712	50741	known_strain
cjy	713	197	known_strain
nma	714	487	known_strain
mam	715	536018	known_strain
ssz	716	138074	known_strain
tnr	717	184064	known_strain
gmr	718	122	known_strain
sent	719	28901	known_strain
stha	720	259	known_strain
cug	721	1869344	known_strain
des	722	1603606	known_strain
stes	723	69392	known_strain
salo	724	1826607	known_strain
chry	725	1871047	known_strain
sst	726	1307	known_strain
nom	727	1888209	known_strain
hie	728	727	known_strain
mcys	729	1553431	known_strain
lmod	730	1639	known_strain
svu	731	1935	known_strain
adz	732	873191	known_strain
sja	733	93973	known_strain
sni	734	1313	known_strain
pla	735	256618	known_strain
stem	736	69392	known_strain
tpa	737	160	known_strain
lfu	738	28031	known_strain
stl	739	1308	known_strain
smir	740	2144	known_strain
sgy	741	51197	known_strain
fbc	742	1897614	known_strain
amx	743	543877	known_strain
snr	744	1971	known_strain
pdag	745	754	known_strain
mmel	746	29561	known_strain
cpra	747	279113	known_strain
abac	748	1855912	known_strain
coe	749	1719	known_strain
mra	750	1773	known_strain
hor	751	31909	known_strain
mvg	752	85404	known_strain
phei	753	333962	known_strain
emg	754	238	known_strain
cap	755	133453	known_strain
snx	756	1313	known_strain
eclo	757	158836	known_strain
cld	758	1509	known_strain
pfl	759	380021	known_strain
tpw	760	160	known_strain
tmm	761	2336	known_strain
siq	762	1346	known_strain
scin	763	67260	known_strain
hhg	764	1209493	known_strain
prj	765	158850	known_strain
cmw	766	413501	known_strain
thu	767	1134435	known_strain
cow	768	55205	known_strain
bss	769	1423	known_strain
bqy	770	1390	known_strain
csci	771	29347	known_strain
csc	772	44001	known_strain
baus	773	388640	known_strain
boa	774	28116	known_strain
mmob	775	1808977	known_strain
nja	776	1325564	known_strain
spl	777	70864	known_strain
mmt	778	421	known_strain
lcb	779	1597	known_strain
osg	780	716816	known_strain
bci	781	186490	known_strain
beb	782	1891241	known_strain
ssab	783	216944	known_strain
hmd	784	29570	known_strain
bpt	785	94624	known_strain
stx	786	1314	known_strain
syy	787	1143	known_strain
saq	788	168697	known_strain
miq	789	1127	known_strain
mit	790	1767	known_strain
afr	791	920	known_strain
ctfs	792	813	known_strain
liv	793	1638	known_strain
mpli	794	321984	known_strain
sek	795	28901	known_strain
paep	796	287	known_strain
paes	797	287	known_strain
pty	798	554344	known_strain
mct	799	480	known_strain
hpi	800	210	known_strain
nsc	801	490	known_strain
age	802	48	known_strain
tmed	803	58231	known_strain
krh	804	72000	known_strain
ctcj	805	813	known_strain
bdg	806	993502	known_strain
marr	807	2042994	known_strain
asim	808	218936	known_strain
mvz	809	44822	known_strain
hyr	810	1904254	known_strain
mcv	811	78331	known_strain
mce	812	78331	known_strain
srat	813	1341	known_strain
snm	814	1313	known_strain
hnv	815	1850093	known_strain
drs	816	55583	known_strain
fpq	817	96345	known_strain
aem	818	647	known_strain
emi	819	423605	known_strain
pmat	820	192421	known_strain
cprp	821	43769	known_strain
hay	822	740	known_strain
cjw	823	197	known_strain
acom	824	41977	known_strain
aty	825	163359	known_strain
llw	826	1358	known_strain
suri	827	300181	known_strain
mbi	828	28903	known_strain
sor	829	1303	known_strain
cfh	830	1679497	known_strain
fnc	831	851	known_strain
tsm	832	57704	known_strain
amag	833	314275	known_strain
sphg	834	1902408	known_strain
cty	835	813	known_strain
spac	836	68249	known_strain
bgn	837	29519	known_strain
aalm	838	370622	known_strain
nsa	839	269261	known_strain
rtg	840	577	known_strain
azr	841	29544	known_strain
lsol	842	453783	known_strain
dmt	843	142877	known_strain
barj	844	46358	known_strain
ctcf	845	813	known_strain
mtua	846	479978	known_strain
psl	847	125	known_strain
apd	848	948	known_strain
agy	849	453304	known_strain
sald	850	1915057	known_strain
tbo	851	29323	known_strain
hte	852	940	known_strain
nmm	853	487	known_strain
ldn	854	683042	known_strain
lxl	855	1133546	known_strain
mpn	856	2104	known_strain
tni	857	186931	known_strain
mhp	858	2099	known_strain
dalk	859	571177	known_strain
clz	860	274537	known_strain
svi	861	1852	known_strain
ssi	862	1307	known_strain
csto	863	1848904	known_strain
aas	864	281119	known_strain
chs	865	83554	known_strain
tol	866	187493	known_strain
eme	867	1495768	known_strain
brw	868	1882945	known_strain
aoc	869	35623	known_strain
ctz	870	813	known_strain
ccr	871	155892	known_strain
cthm	872	178899	known_strain
cpg	873	1719	known_strain
rpm	874	1084	known_strain
smg	875	336809	known_strain
blx	876	216816	known_strain
nog	877	1874826	known_strain
psil	878	1853130	known_strain
copr	879	1501392	known_strain
aseg	880	739	known_strain
rhu	881	1831	known_strain
aber	882	106648	known_strain
pat	883	288	known_strain
ares	884	404405	known_strain
slat	885	684066	known_strain
dth	886	14	known_strain
msen	887	1796	known_strain
apak	888	33936	known_strain
asoc	889	1500254	known_strain
plg	890	29443	known_strain
mrs	891	111501	known_strain
bcb	892	1396	known_strain
crx	893	203	known_strain
mbac	894	1679002	known_strain
acta	895	1872128	known_strain
pcre	896	393921	known_strain
cek	897	1965322	known_strain
ssq	898	1307	known_strain
tvr	899	106634	known_strain
sur	900	41	known_strain
bana	901	67810	known_strain
cva	902	1727	known_strain
nob	903	1888209	known_strain
gtl	904	139438	known_strain
mhc	905	2743	known_strain
sedz	906	1960295	known_strain
sux	907	1280	known_strain
mhy	908	2099	known_strain
ljo	909	33959	known_strain
apre	910	42197	known_strain
bpo	911	52584	known_strain
mter	912	1788	known_strain
cpl	913	1719	known_strain
mgc	914	2097	known_strain
dvc	915	53362	known_strain
cjm	916	197	known_strain
rpo	917	782	known_strain
csh	918	84030	known_strain
mcoo	919	1775	known_strain
senq	920	28901	known_strain
strt	921	1931	known_strain
cmur	922	83560	known_strain
bsx	923	1423	known_strain
ppc	924	1750	known_strain
cht	925	83554	known_strain
cov	926	56799	known_strain
cher	927	273135	known_strain
bmob	928	2026190	known_strain
sdj	929	371142	known_strain
psai	930	1159327	known_strain
mtue	931	1773	known_strain
fte	932	191579	known_strain
kab	933	68173	known_strain
cbj	934	1491	known_strain
bsr	935	1423	known_strain
ili	936	135577	known_strain
bsau	937	556288	known_strain
crt	938	114185	known_strain
lje	939	109790	known_strain
lby	940	316068	known_strain
artp	941	1667	known_strain
cjej	942	197	known_strain
pmm	943	1219	known_strain
vat	944	39777	known_strain
ssut	945	1307	known_strain
glc	946	2021635	known_strain
mix	947	51671	known_strain
bchs	948	54911	known_strain
csur	949	1718	known_strain
bck	950	1398	known_strain
echv	951	945	known_strain
ecan	952	69218	known_strain
rbar	953	2026787	known_strain
lmk	954	1245	known_strain
bpc	955	520	known_strain
celh	956	40001	known_strain
yro	957	29485	known_strain
rgn	958	33038	known_strain
dej	959	1716143	known_strain
dpu	960	1182568	known_strain
ppq	961	1406	known_strain
cprf	962	1286698	known_strain
dvm	963	881	known_strain
mbf	964	1798710	known_strain
ltr	965	1784719	known_strain
tfo	966	28112	known_strain
tit	967	108150	known_strain
csf	968	497724	known_strain
psni	969	1934409	known_strain
asu	970	67854	known_strain
lot	971	104608	known_strain
salv	972	1196083	known_strain
thin	973	655184	known_strain
sfr	974	56812	known_strain
mhyv	975	29559	known_strain
bacw	976	1409	known_strain
pfr	977	1744	known_strain
psec	978	306	known_strain
mtg	979	1773	known_strain
cpq	980	1719	known_strain
awo	981	33952	known_strain
zpr	982	398743	known_strain
spc	983	24	known_strain
dze	984	556	known_strain
ged	985	1849603	known_strain
ibu	986	1297617	known_strain
bacs	987	1409	known_strain
enl	988	550	known_strain
mmin	989	1118379	known_strain
hcb	990	213	known_strain
kln	991	1076550	known_strain
mha	992	29501	known_strain
hit	993	727	known_strain
mas	994	252966	known_strain
palg	995	2026624	known_strain
spsw	996	225848	known_strain
rbe	997	33990	known_strain
ttf	998	1331910	known_strain
muz	999	1965300	known_strain
tbi	1000	2006	known_strain
lmoc	1001	1639	known_strain
kpf	1002	1330330	known_strain
ccyn	1003	28189	known_strain
cglu	1004	39791	known_strain
pff	1005	321846	known_strain
smav	1006	260364	known_strain
actp	1007	1960083	known_strain
sda	1008	1334	known_strain
micz	1009	1908541	known_strain
kpul	1010	1380685	known_strain
spnu	1011	1313	known_strain
mput	1012	2123	known_strain
fts	1013	263	known_strain
mhs	1014	2100	known_strain
stv	1015	1306	known_strain
ads	1016	70348	known_strain
mia	1017	1767	known_strain
bfg	1018	817	known_strain
clos	1019	1506	known_strain
scyg	1020	80860	known_strain
stek	1021	69392	known_strain
svo	1022	60217	known_strain
lxx	1023	1575	known_strain
synr	1024	1131	known_strain
mje	1025	1267217	known_strain
mrb	1026	277	known_strain
cfp	1027	196	known_strain
lrz	1028	242606	known_strain
syg	1029	1131	known_strain
myt	1030	51365	known_strain
axe	1031	1094342	known_strain
